city,country,temperature_celsius,feels_like_celsius,humidity_percent,weather_main,weather_description,timestamp_utc,wind_speed_mps,latitude,longitude,load_timestamp_utc
Bengaluru,IN,21.26,21.79,90,Clouds,broken clouds,2025-09-02 16:45:03+00:00,6.17,12.9762,77.6033,2025-09-02 16:46:26
Chennai,IN,29.14,35.36,81,Mist,mist,2025-09-02 16:45:17+00:00,4.47,13.0878,80.2785,2025-09-02 16:46:26
Kolkata,IN,27.97,33.48,89,Haze,haze,2025-09-02 16:44:32+00:00,3.6,22.5697,88.3697,2025-09-02 16:46:26
Hyderabad,IN,24.23,25.01,88,Drizzle,light intensity drizzle,2025-09-02 16:45:14+00:00,3.6,17.3753,78.4744,2025-09-02 16:46:26
Jaipur,IN,26.62,26.62,89,Mist,mist,2025-09-02 16:43:43+00:00,2.57,26.9167,75.8167,2025-09-02 16:46:26
Pune,IN,23.56,24.5,97,Clouds,overcast clouds,2025-09-02 16:46:13+00:00,2.66,18.5196,73.8553,2025-09-02 16:46:26
Ghaziabad,IN,24.31,25.22,93,Clouds,overcast clouds,2025-09-02 16:46:26+00:00,3.48,28.6667,77.4333,2025-09-02 16:46:26
Mumbai,IN,26.99,30.6,89,Mist,mist,2025-09-02 17:28:48+00:00,5.14,19.0144,72.8479,2025-09-02 17:29:33
Delhi,IN,26.05,26.05,94,Mist,mist,2025-09-02 17:19:33+00:00,3.6,28.6667,77.2167,2025-09-02 17:29:33
Bengaluru,IN,21.16,21.68,90,Clouds,broken clouds,2025-09-02 17:18:24+00:00,6.17,12.9762,77.6033,2025-09-02 17:29:33
Chennai,IN,28.53,34.04,83,Mist,mist,2025-09-02 17:29:08+00:00,4.47,13.0878,80.2785,2025-09-02 17:29:33
Kolkata,IN,27.97,33.48,89,Haze,haze,2025-09-02 17:29:32+00:00,3.09,22.5697,88.3697,2025-09-02 17:29:33
Hyderabad,IN,23.73,24.61,94,Clouds,overcast clouds,2025-09-02 17:17:38+00:00,3.6,17.3753,78.4744,2025-09-02 17:29:33
Jaipur,IN,26.62,26.62,89,Mist,mist,2025-09-02 17:29:33+00:00,1.03,26.9167,75.8167,2025-09-02 17:29:33
Pune,IN,23.56,24.53,98,Clouds,overcast clouds,2025-09-02 17:19:38+00:00,2.66,18.5196,73.8553,2025-09-02 17:29:33
Ghaziabad,IN,24.31,25.22,93,Clouds,overcast clouds,2025-09-02 17:29:33+00:00,3.48,28.6667,77.4333,2025-09-02 17:29:33
Mumbai,IN,26.99,30.0,83,Mist,mist,2025-09-02 18:40:10+00:00,6.17,19.0144,72.8479,2025-09-02 18:44:36
Delhi,IN,26.05,26.05,94,Drizzle,light intensity drizzle,2025-09-02 18:43:42+00:00,5.14,28.6667,77.2167,2025-09-02 18:44:36
Bengaluru,IN,20.76,21.29,92,Drizzle,drizzle,2025-09-02 18:40:06+00:00,6.17,12.9762,77.6033,2025-09-02 18:44:36
Chennai,IN,28.93,34.76,81,Mist,mist,2025-09-02 18:43:45+00:00,5.81,13.0878,80.2785,2025-09-02 18:44:36
Kolkata,IN,27.97,33.48,89,Haze,haze,2025-09-02 18:44:16+00:00,3.6,22.5697,88.3697,2025-09-02 18:44:36
Hyderabad,IN,23.73,24.61,94,Drizzle,light intensity drizzle,2025-09-02 18:44:36+00:00,3.6,17.3753,78.4744,2025-09-02 18:44:36
Jaipur,IN,25.62,26.69,94,Mist,mist,2025-09-02 18:40:30+00:00,0.51,26.9167,75.8167,2025-09-02 18:44:36
Pune,IN,23.0,23.91,98,Clouds,overcast clouds,2025-09-02 18:40:04+00:00,2.57,18.5196,73.8553,2025-09-02 18:44:36
Ghaziabad,IN,23.84,24.73,94,Clouds,overcast clouds,2025-09-02 18:44:36+00:00,3.04,28.6667,77.4333,2025-09-02 18:44:36
Mumbai,IN,26.99,30.6,89,Mist,mist,2025-09-02 19:12:02+00:00,5.14,19.0144,72.8479,2025-09-02 19:22:10
Delhi,IN,26.05,26.05,94,Mist,mist,2025-09-02 19:12:30+00:00,4.12,28.6667,77.2167,2025-09-02 19:22:10
Bengaluru,IN,20.66,21.18,92,Drizzle,drizzle,2025-09-02 19:12:26+00:00,6.17,12.9762,77.6033,2025-09-02 19:22:10
Chennai,IN,28.64,33.95,81,Mist,mist,2025-09-02 19:12:26+00:00,5.81,13.0878,80.2785,2025-09-02 19:22:10
Kolkata,IN,27.97,33.48,89,Haze,haze,2025-09-02 19:12:36+00:00,2.06,22.5697,88.3697,2025-09-02 19:22:10
Hyderabad,IN,23.73,24.61,94,Drizzle,light intensity drizzle,2025-09-02 19:10:04+00:00,3.09,17.3753,78.4744,2025-09-02 19:22:10
Jaipur,IN,25.62,26.69,94,Mist,mist,2025-09-02 19:11:48+00:00,0.0,26.9167,75.8167,2025-09-02 19:22:10
Pune,IN,23.56,24.53,98,Clouds,overcast clouds,2025-09-02 19:10:18+00:00,2.57,18.5196,73.8553,2025-09-02 19:22:10
Ghaziabad,IN,24.5,25.46,94,Clouds,overcast clouds,2025-09-02 19:22:10+00:00,3.04,28.6667,77.4333,2025-09-02 19:22:10
Mumbai,IN,26.99,30.6,89,Mist,mist,2025-09-02 20:25:09+00:00,5.14,19.0144,72.8479,2025-09-02 20:29:16
Delhi,IN,26.05,26.05,94,Mist,mist,2025-09-02 20:29:15+00:00,3.09,28.6667,77.2167,2025-09-02 20:29:16
Bengaluru,IN,20.66,21.18,92,Drizzle,drizzle,2025-09-02 20:28:42+00:00,6.17,12.9762,77.6033,2025-09-02 20:29:16
Chennai,IN,28.32,33.45,83,Mist,mist,2025-09-02 20:27:51+00:00,5.81,13.0878,80.2785,2025-09-02 20:29:16
Kolkata,IN,26.97,31.07,94,Haze,haze,2025-09-02 20:29:15+00:00,2.57,22.5697,88.3697,2025-09-02 20:29:16
Hyderabad,IN,23.73,24.77,100,Drizzle,light intensity drizzle,2025-09-02 20:28:42+00:00,3.09,17.3753,78.4744,2025-09-02 20:29:16
Jaipur,IN,25.62,26.69,94,Mist,mist,2025-09-02 20:29:16+00:00,0.0,26.9167,75.8167,2025-09-02 20:29:16
Pune,IN,23.0,23.91,98,Clouds,overcast clouds,2025-09-02 20:28:39+00:00,2.44,18.5196,73.8553,2025-09-02 20:29:16
Ghaziabad,IN,23.95,24.91,96,Clouds,overcast clouds,2025-09-02 20:29:16+00:00,3.47,28.6667,77.4333,2025-09-02 20:29:16
Mumbai,IN,26.99,30.6,89,Clouds,broken clouds,2025-09-02 21:24:41+00:00,7.2,19.0144,72.8479,2025-09-02 21:25:48
Delhi,IN,26.05,26.05,94,Mist,mist,2025-09-02 21:24:41+00:00,2.57,28.6667,77.2167,2025-09-02 21:25:48
Bengaluru,IN,20.53,21.04,92,Clouds,broken clouds,2025-09-02 21:25:48+00:00,5.66,12.9762,77.6033,2025-09-02 21:25:48
Chennai,IN,27.94,32.73,85,Mist,mist,2025-09-02 21:25:43+00:00,5.81,13.0878,80.2785,2025-09-02 21:25:48
Kolkata,IN,26.97,31.07,94,Haze,haze,2025-09-02 21:21:21+00:00,3.09,22.5697,88.3697,2025-09-02 21:25:48
Hyderabad,IN,23.73,24.61,94,Drizzle,light intensity drizzle,2025-09-02 21:25:48+00:00,5.66,17.3753,78.4744,2025-09-02 21:25:48
Jaipur,IN,25.62,26.69,94,Mist,mist,2025-09-02 21:25:48+00:00,0.0,26.9167,75.8167,2025-09-02 21:25:48
Pune,IN,23.0,23.91,98,Clouds,overcast clouds,2025-09-02 21:15:08+00:00,2.7,18.5196,73.8553,2025-09-02 21:25:48
Ghaziabad,IN,23.59,24.51,96,Clouds,overcast clouds,2025-09-02 21:25:48+00:00,3.57,28.6667,77.4333,2025-09-02 21:25:48
Mumbai,IN,26.99,30.6,89,Mist,mist,2025-09-02 22:25:28+00:00,5.66,19.0144,72.8479,2025-09-02 22:30:48
Delhi,IN,26.05,26.05,94,Mist,mist,2025-09-02 22:24:53+00:00,2.06,28.6667,77.2167,2025-09-02 22:30:48
Bengaluru,IN,20.53,20.99,90,Clouds,broken clouds,2025-09-02 22:28:17+00:00,5.14,12.9762,77.6033,2025-09-02 22:30:48
Chennai,IN,28.08,32.62,82,Mist,mist,2025-09-02 22:20:59+00:00,6.71,13.0878,80.2785,2025-09-02 22:30:48
Kolkata,IN,26.97,31.07,94,Haze,haze,2025-09-02 22:26:27+00:00,2.57,22.5697,88.3697,2025-09-02 22:30:48
Hyderabad,IN,23.73,24.61,94,Mist,mist,2025-09-02 22:30:33+00:00,6.17,17.3753,78.4744,2025-09-02 22:30:48
Jaipur,IN,24.62,25.59,94,Mist,mist,2025-09-02 22:30:47+00:00,1.03,26.9167,75.8167,2025-09-02 22:30:48
Pune,IN,23.0,23.91,98,Clouds,overcast clouds,2025-09-02 22:21:01+00:00,2.56,18.5196,73.8553,2025-09-02 22:30:48
Ghaziabad,IN,23.24,24.13,96,Clouds,overcast clouds,2025-09-02 22:30:48+00:00,4.1,28.6667,77.4333,2025-09-02 22:30:48
Mumbai,IN,26.99,30.6,89,Mist,mist,2025-09-02 23:25:22+00:00,4.63,19.0144,72.8479,2025-09-02 23:25:22
Delhi,IN,26.05,26.05,94,Mist,mist,2025-09-02 23:25:22+00:00,3.6,28.6667,77.2167,2025-09-02 23:25:22
Bengaluru,IN,20.19,20.67,92,Clouds,broken clouds,2025-09-02 23:25:22+00:00,5.66,12.9762,77.6033,2025-09-02 23:25:22
Chennai,IN,27.94,32.25,82,Mist,mist,2025-09-02 23:24:34+00:00,6.71,13.0878,80.2785,2025-09-02 23:25:22
Kolkata,IN,26.97,31.07,94,Haze,haze,2025-09-02 23:25:22+00:00,3.09,22.5697,88.3697,2025-09-02 23:25:22
Hyderabad,IN,23.73,24.61,94,Mist,mist,2025-09-02 23:23:00+00:00,6.17,17.3753,78.4744,2025-09-02 23:25:22
Jaipur,IN,24.62,25.75,100,Mist,mist,2025-09-02 23:25:22+00:00,1.54,26.9167,75.8167,2025-09-02 23:25:22
Pune,IN,23.0,23.91,98,Clouds,overcast clouds,2025-09-02 23:25:11+00:00,2.46,18.5196,73.8553,2025-09-02 23:25:22
Ghaziabad,IN,23.24,24.13,96,Clouds,overcast clouds,2025-09-02 23:25:22+00:00,4.1,28.6667,77.4333,2025-09-02 23:25:22
Mumbai,IN,27.99,32.54,83,Mist,mist,2025-09-03 03:00:15+00:00,5.66,19.0144,72.8479,2025-09-03 03:01:55
Delhi,IN,27.05,30.15,83,Mist,mist,2025-09-03 03:00:31+00:00,2.06,28.6667,77.2167,2025-09-03 03:01:55
Bengaluru,IN,21.64,22.18,89,Clouds,broken clouds,2025-09-03 02:58:59+00:00,4.63,12.9762,77.6033,2025-09-03 03:01:55
Chennai,IN,29.4,35.4,78,Mist,mist,2025-09-03 03:00:04+00:00,6.26,13.0878,80.2785,2025-09-03 03:01:55
Kolkata,IN,27.97,33.48,89,Haze,haze,2025-09-03 03:00:05+00:00,6.69,22.5697,88.3697,2025-09-03 03:01:55
Hyderabad,IN,24.73,25.56,88,Mist,mist,2025-09-03 03:00:13+00:00,6.17,17.3753,78.4744,2025-09-03 03:01:55
Jaipur,IN,26.62,26.62,83,Mist,mist,2025-09-03 03:00:04+00:00,1.54,26.9167,75.8167,2025-09-03 03:01:55
Pune,IN,24.67,25.7,96,Clouds,overcast clouds,2025-09-03 03:01:55+00:00,2.55,18.5196,73.8553,2025-09-03 03:01:55
Ghaziabad,IN,23.71,24.54,92,Clouds,overcast clouds,2025-09-03 03:01:55+00:00,3.01,28.6667,77.4333,2025-09-03 03:01:55
Mumbai,IN,28.99,34.5,79,Haze,haze,2025-09-03 04:35:08+00:00,6.17,19.0144,72.8479,2025-09-03 04:39:36
Delhi,IN,29.05,34.66,79,Mist,mist,2025-09-03 04:35:07+00:00,2.06,28.6667,77.2167,2025-09-03 04:39:36
Bengaluru,IN,24.82,25.39,78,Clouds,broken clouds,2025-09-03 04:38:10+00:00,5.14,12.9762,77.6033,2025-09-03 04:39:36
Chennai,IN,32.12,39.12,72,Clouds,broken clouds,2025-09-03 04:35:10+00:00,6.17,13.0878,80.2785,2025-09-03 04:39:36
Kolkata,IN,29.97,36.97,79,Clouds,broken clouds,2025-09-03 04:37:07+00:00,8.23,22.5697,88.3697,2025-09-03 04:39:36
Hyderabad,IN,27.23,29.16,69,Haze,haze,2025-09-03 04:38:08+00:00,5.14,17.3753,78.4744,2025-09-03 04:39:36
Jaipur,IN,25.62,26.69,94,Clouds,overcast clouds,2025-09-03 04:39:36+00:00,2.57,26.9167,75.8167,2025-09-03 04:39:36
Pune,IN,26.34,26.34,92,Clouds,overcast clouds,2025-09-03 04:39:36+00:00,3.94,18.5196,73.8553,2025-09-03 04:39:36
Ghaziabad,IN,23.88,24.65,89,Clouds,overcast clouds,2025-09-03 04:39:36+00:00,3.64,28.6667,77.4333,2025-09-03 04:39:36
Mumbai,IN,28.99,34.5,79,Haze,haze,2025-09-03 05:25:40+00:00,5.66,19.0144,72.8479,2025-09-03 05:32:19
Delhi,IN,30.05,37.05,79,Mist,mist,2025-09-03 05:32:18+00:00,1.03,28.6667,77.2167,2025-09-03 05:32:19
Bengaluru,IN,25.41,25.96,75,Clouds,broken clouds,2025-09-03 05:21:38+00:00,4.63,12.9762,77.6033,2025-09-03 05:32:19
Chennai,IN,32.17,39.17,68,Clouds,scattered clouds,2025-09-03 05:29:06+00:00,6.26,13.0878,80.2785,2025-09-03 05:32:19
Kolkata,IN,27.97,32.49,83,Haze,haze,2025-09-03 05:30:12+00:00,6.69,22.5697,88.3697,2025-09-03 05:32:19
Hyderabad,IN,27.23,29.16,69,Haze,haze,2025-09-03 05:30:12+00:00,5.14,17.3753,78.4744,2025-09-03 05:32:19
Jaipur,IN,22.62,23.55,100,Rain,heavy intensity rain,2025-09-03 05:32:19+00:00,9.26,26.9167,75.8167,2025-09-03 05:32:19
Pune,IN,26.34,26.34,86,Clouds,overcast clouds,2025-09-03 05:30:26+00:00,4.34,18.5196,73.8553,2025-09-03 05:32:19
Ghaziabad,IN,24.92,25.66,84,Clouds,overcast clouds,2025-09-03 05:32:19+00:00,4.31,28.6667,77.4333,2025-09-03 05:32:19
Mumbai,IN,29.99,36.01,74,Haze,haze,2025-09-03 06:45:14+00:00,7.72,19.0144,72.8479,2025-09-03 06:47:05
Delhi,IN,31.05,37.73,70,Haze,haze,2025-09-03 06:47:05+00:00,2.57,28.6667,77.2167,2025-09-03 06:47:05
Bengaluru,IN,25.39,25.97,76,Clouds,broken clouds,2025-09-03 06:46:24+00:00,6.69,12.9762,77.6033,2025-09-03 06:47:05
Chennai,IN,32.94,39.94,69,Clouds,scattered clouds,2025-09-03 06:42:54+00:00,7.2,13.0878,80.2785,2025-09-03 06:47:05
Kolkata,IN,28.97,35.55,84,Haze,haze,2025-09-03 06:45:09+00:00,7.72,22.5697,88.3697,2025-09-03 06:47:05
Hyderabad,IN,27.73,30.04,69,Haze,haze,2025-09-03 06:45:09+00:00,5.14,17.3753,78.4744,2025-09-03 06:47:05
Jaipur,IN,24.62,25.44,88,Rain,light rain,2025-09-03 06:45:04+00:00,3.09,26.9167,75.8167,2025-09-03 06:47:05
Pune,IN,26.34,26.34,83,Clouds,overcast clouds,2025-09-03 06:45:57+00:00,4.69,18.5196,73.8553,2025-09-03 06:47:05
Ghaziabad,IN,26.58,26.58,82,Clouds,overcast clouds,2025-09-03 06:45:32+00:00,4.68,28.6667,77.4333,2025-09-03 06:47:05
Mumbai,IN,29.99,36.01,74,Haze,haze,2025-09-03 07:27:02+00:00,7.2,19.0144,72.8479,2025-09-03 07:28:19
Delhi,IN,31.05,37.73,70,Haze,haze,2025-09-03 07:28:19+00:00,2.57,28.6667,77.2167,2025-09-03 07:28:19
Bengaluru,IN,26.13,26.13,71,Clouds,broken clouds,2025-09-03 07:26:22+00:00,6.69,12.9762,77.6033,2025-09-03 07:28:19
Chennai,IN,33.33,40.33,69,Clouds,scattered clouds,2025-09-03 07:25:10+00:00,6.17,13.0878,80.2785,2025-09-03 07:28:19
Kolkata,IN,25.97,25.97,94,Rain,heavy intensity rain,2025-09-03 07:28:19+00:00,6.69,22.5697,88.3697,2025-09-03 07:28:19
Hyderabad,IN,27.73,30.04,69,Haze,haze,2025-09-03 07:25:13+00:00,5.14,17.3753,78.4744,2025-09-03 07:28:19
Jaipur,IN,24.62,25.59,94,Mist,mist,2025-09-03 07:28:19+00:00,3.6,26.9167,75.8167,2025-09-03 07:28:19
Pune,IN,26.34,26.34,88,Clouds,overcast clouds,2025-09-03 07:28:19+00:00,4.69,18.5196,73.8553,2025-09-03 07:28:19
Ghaziabad,IN,26.55,26.55,77,Clouds,overcast clouds,2025-09-03 07:28:19+00:00,4.68,28.6667,77.4333,2025-09-03 07:28:19
Mumbai,IN,29.99,36.01,74,Haze,haze,2025-09-03 08:37:55+00:00,5.14,19.0144,72.8479,2025-09-03 08:42:10
Delhi,IN,28.05,32.71,83,Drizzle,light intensity drizzle,2025-09-03 08:42:09+00:00,3.6,28.6667,77.2167,2025-09-03 08:42:10
Bengaluru,IN,26.2,26.2,74,Clouds,broken clouds,2025-09-03 08:42:10+00:00,4.63,12.9762,77.6033,2025-09-03 08:42:10
Chennai,IN,33.52,40.52,68,Clouds,scattered clouds,2025-09-03 08:42:10+00:00,4.12,13.0878,80.2785,2025-09-03 08:42:10
Kolkata,IN,27.97,33.48,89,Rain,light rain,2025-09-03 08:42:10+00:00,5.14,22.5697,88.3697,2025-09-03 08:42:10
Hyderabad,IN,30.23,32.86,58,Drizzle,light intensity drizzle,2025-09-03 08:41:43+00:00,6.17,17.3753,78.4744,2025-09-03 08:42:10
Jaipur,IN,25.62,26.56,89,Mist,mist,2025-09-03 08:42:10+00:00,3.09,26.9167,75.8167,2025-09-03 08:42:10
Pune,IN,25.38,25.88,73,Clouds,overcast clouds,2025-09-03 08:42:10+00:00,5.25,18.5196,73.8553,2025-09-03 08:42:10
Ghaziabad,IN,25.13,25.94,86,Clouds,overcast clouds,2025-09-03 08:42:10+00:00,3.33,28.6667,77.4333,2025-09-03 08:42:10
Mumbai,IN,29.99,36.01,74,Haze,haze,2025-09-03 09:32:14+00:00,5.14,19.0144,72.8479,2025-09-03 09:32:14
Delhi,IN,30.05,36.17,74,Clouds,overcast clouds,2025-09-03 09:27:41+00:00,2.57,28.6667,77.2167,2025-09-03 09:32:14
Bengaluru,IN,25.58,26.23,78,Clouds,overcast clouds,2025-09-03 09:30:45+00:00,5.01,12.9762,77.6033,2025-09-03 09:32:14
Chennai,IN,33.35,40.35,70,Clouds,scattered clouds,2025-09-03 09:30:17+00:00,4.12,13.0878,80.2785,2025-09-03 09:32:14
Kolkata,IN,27.97,33.48,89,Haze,haze,2025-09-03 09:32:14+00:00,7.2,22.5697,88.3697,2025-09-03 09:32:14
Hyderabad,IN,29.23,31.11,58,Haze,haze,2025-09-03 09:27:33+00:00,6.17,17.3753,78.4744,2025-09-03 09:32:14
Jaipur,IN,27.62,31.57,83,Mist,mist,2025-09-03 09:32:14+00:00,4.12,26.9167,75.8167,2025-09-03 09:32:14
Pune,IN,27.45,30.65,79,Clouds,overcast clouds,2025-09-03 09:30:23+00:00,5.34,18.5196,73.8553,2025-09-03 09:32:14
Ghaziabad,IN,24.63,25.42,87,Rain,moderate rain,2025-09-03 09:32:14+00:00,3.38,28.6667,77.4333,2025-09-03 09:32:14
Mumbai,IN,29.99,36.01,74,Haze,haze,2025-09-03 10:33:41+00:00,6.17,19.0144,72.8479,2025-09-03 10:37:36
Delhi,IN,24.05,25.12,100,Thunderstorm,thunderstorm with light rain,2025-09-03 10:37:35+00:00,2.57,28.6667,77.2167,2025-09-03 10:37:36
Bengaluru,IN,25.74,26.46,80,Clouds,broken clouds,2025-09-03 10:37:35+00:00,2.57,12.9762,77.6033,2025-09-03 10:37:36
Chennai,IN,32.99,39.99,66,Haze,haze,2025-09-03 10:37:35+00:00,3.09,13.0878,80.2785,2025-09-03 10:37:36
Kolkata,IN,27.97,33.48,89,Haze,haze,2025-09-03 10:37:36+00:00,5.14,22.5697,88.3697,2025-09-03 10:37:36
Hyderabad,IN,29.23,32.29,65,Haze,haze,2025-09-03 10:32:55+00:00,5.14,17.3753,78.4744,2025-09-03 10:37:36
Jaipur,IN,28.62,32.6,74,Mist,mist,2025-09-03 10:37:36+00:00,4.12,26.9167,75.8167,2025-09-03 10:37:36
Pune,IN,25.13,25.6,73,Clouds,overcast clouds,2025-09-03 10:37:36+00:00,5.27,18.5196,73.8553,2025-09-03 10:37:36
Ghaziabad,IN,24.76,25.54,86,Rain,light rain,2025-09-03 10:37:36+00:00,3.15,28.6667,77.4333,2025-09-03 10:37:36
Mumbai,IN,28.99,33.47,74,Haze,haze,2025-09-03 11:20:09+00:00,8.23,19.0144,72.8479,2025-09-03 11:24:49
Delhi,IN,25.05,26.07,94,Drizzle,drizzle,2025-09-03 11:23:19+00:00,1.54,28.6667,77.2167,2025-09-03 11:24:49
Bengaluru,IN,26.17,26.17,79,Clouds,broken clouds,2025-09-03 11:20:26+00:00,3.09,12.9762,77.6033,2025-09-03 11:24:49
Chennai,IN,31.07,38.07,75,Haze,haze,2025-09-03 11:21:48+00:00,6.69,13.0878,80.2785,2025-09-03 11:24:49
Kolkata,IN,26.97,31.07,94,Haze,haze,2025-09-03 11:23:31+00:00,4.12,22.5697,88.3697,2025-09-03 11:24:49
Hyderabad,IN,30.23,32.86,58,Haze,haze,2025-09-03 11:20:13+00:00,5.14,17.3753,78.4744,2025-09-03 11:24:49
Jaipur,IN,28.62,32.6,74,Haze,haze,2025-09-03 11:23:58+00:00,3.6,26.9167,75.8167,2025-09-03 11:24:49
Pune,IN,26.89,29.77,83,Clouds,overcast clouds,2025-09-03 11:20:19+00:00,5.27,18.5196,73.8553,2025-09-03 11:24:49
Ghaziabad,IN,24.78,25.66,90,Clouds,overcast clouds,2025-09-03 11:24:49+00:00,3.15,28.6667,77.4333,2025-09-03 11:24:49
Mumbai,IN,27.99,32.54,83,Haze,haze,2025-09-03 13:15:14+00:00,5.14,19.0144,72.8479,2025-09-03 13:18:46
Delhi,IN,25.05,26.07,94,Mist,mist,2025-09-03 13:18:45+00:00,3.09,28.6667,77.2167,2025-09-03 13:18:46
Bengaluru,IN,21.74,22.4,93,Thunderstorm,thunderstorm,2025-09-03 13:18:38+00:00,4.12,12.9762,77.6033,2025-09-03 13:18:46
Chennai,IN,30.61,37.61,78,Mist,mist,2025-09-03 13:15:15+00:00,4.92,13.0878,80.2785,2025-09-03 13:18:46
Kolkata,IN,26.97,31.07,94,Haze,haze,2025-09-03 13:17:50+00:00,3.09,22.5697,88.3697,2025-09-03 13:18:46
Hyderabad,IN,27.23,29.16,69,Haze,haze,2025-09-03 13:18:15+00:00,5.14,17.3753,78.4744,2025-09-03 13:18:46
Jaipur,IN,27.62,30.91,78,Mist,mist,2025-09-03 13:15:04+00:00,3.6,26.9167,75.8167,2025-09-03 13:18:46
Pune,IN,24.67,25.52,89,Clouds,overcast clouds,2025-09-03 13:17:54+00:00,3.59,18.5196,73.8553,2025-09-03 13:18:46
Ghaziabad,IN,25.34,26.33,92,Rain,light rain,2025-09-03 13:18:46+00:00,2.41,28.6667,77.4333,2025-09-03 13:18:46
Mumbai,IN,27.99,32.54,83,Mist,mist,2025-09-03 14:33:38+00:00,5.66,19.0144,72.8479,2025-09-03 14:38:28
Delhi,IN,25.05,26.07,94,Mist,mist,2025-09-03 14:35:58+00:00,2.57,28.6667,77.2167,2025-09-03 14:38:28
Bengaluru,IN,19.82,20.34,95,Clouds,broken clouds,2025-09-03 14:38:27+00:00,2.57,12.9762,77.6033,2025-09-03 14:38:28
Chennai,IN,30.14,37.14,79,Clouds,scattered clouds,2025-09-03 14:35:51+00:00,5.36,13.0878,80.2785,2025-09-03 14:38:28
Kolkata,IN,26.97,31.07,94,Haze,haze,2025-09-03 14:38:27+00:00,4.63,22.5697,88.3697,2025-09-03 14:38:28
Hyderabad,IN,26.23,26.23,73,Haze,haze,2025-09-03 14:38:27+00:00,3.09,17.3753,78.4744,2025-09-03 14:38:28
Jaipur,IN,26.62,26.62,83,Mist,mist,2025-09-03 14:38:27+00:00,2.57,26.9167,75.8167,2025-09-03 14:38:28
Pune,IN,24.11,24.98,92,Clouds,overcast clouds,2025-09-03 14:35:18+00:00,3.19,18.5196,73.8553,2025-09-03 14:38:28
Ghaziabad,IN,25.51,26.49,91,Clouds,overcast clouds,2025-09-03 14:38:28+00:00,2.15,28.6667,77.4333,2025-09-03 14:38:28
Mumbai,IN,27.99,31.77,78,Mist,mist,2025-09-03 15:25:35+00:00,4.63,19.0144,72.8479,2025-09-03 15:33:50
Delhi,IN,25.05,26.07,94,Mist,mist,2025-09-03 15:32:33+00:00,2.06,28.6667,77.2167,2025-09-03 15:33:50
Bengaluru,IN,19.92,20.45,95,Drizzle,light intensity drizzle,2025-09-03 15:28:43+00:00,2.57,12.9762,77.6033,2025-09-03 15:33:50
Chennai,IN,30.23,37.23,80,Clouds,scattered clouds,2025-09-03 15:29:58+00:00,5.36,13.0878,80.2785,2025-09-03 15:33:50
Kolkata,IN,26.97,31.07,94,Haze,haze,2025-09-03 15:33:25+00:00,4.63,22.5697,88.3697,2025-09-03 15:33:50
Hyderabad,IN,26.23,26.23,73,Haze,haze,2025-09-03 15:24:03+00:00,3.09,17.3753,78.4744,2025-09-03 15:33:50
Jaipur,IN,25.62,26.69,94,Mist,mist,2025-09-03 15:33:49+00:00,4.63,26.9167,75.8167,2025-09-03 15:33:50
Pune,IN,24.11,25.03,94,Clouds,overcast clouds,2025-09-03 15:28:26+00:00,3.19,18.5196,73.8553,2025-09-03 15:33:50
Ghaziabad,IN,25.5,26.48,91,Clouds,overcast clouds,2025-09-03 15:33:50+00:00,2.62,28.6667,77.4333,2025-09-03 15:33:50
Mumbai,IN,27.99,32.54,83,Mist,mist,2025-09-03 16:43:23+00:00,4.63,19.0144,72.8479,2025-09-03 16:43:23
Delhi,IN,25.05,26.07,94,Mist,mist,2025-09-03 16:43:23+00:00,3.09,28.6667,77.2167,2025-09-03 16:43:23
Bengaluru,IN,20.53,21.09,94,Clouds,broken clouds,2025-09-03 16:38:49+00:00,4.12,12.9762,77.6033,2025-09-03 16:43:23
Chennai,IN,30.13,37.13,79,Mist,mist,2025-09-03 16:38:48+00:00,4.47,13.0878,80.2785,2025-09-03 16:43:23
Kolkata,IN,26.97,31.07,94,Haze,haze,2025-09-03 16:42:05+00:00,4.63,22.5697,88.3697,2025-09-03 16:43:23
Hyderabad,IN,25.23,25.98,83,Haze,haze,2025-09-03 16:43:23+00:00,2.06,17.3753,78.4744,2025-09-03 16:43:23
Jaipur,IN,25.62,26.69,94,Mist,mist,2025-09-03 16:43:23+00:00,3.09,26.9167,75.8167,2025-09-03 16:43:23
Pune,IN,23.56,24.4,93,Clouds,overcast clouds,2025-09-03 16:43:23+00:00,2.98,18.5196,73.8553,2025-09-03 16:43:23
Ghaziabad,IN,27.35,31.88,91,Clouds,overcast clouds,2025-09-03 16:43:23+00:00,2.4,28.6667,77.4333,2025-09-03 16:43:23
Mumbai,IN,27.99,32.54,83,Mist,mist,2025-09-03 17:30:00+00:00,4.12,19.0144,72.8479,2025-09-03 17:31:09
Delhi,IN,25.05,26.07,94,Mist,mist,2025-09-03 17:31:08+00:00,1.03,28.6667,77.2167,2025-09-03 17:31:09
Bengaluru,IN,20.53,21.09,94,Clouds,broken clouds,2025-09-03 17:28:21+00:00,4.12,12.9762,77.6033,2025-09-03 17:31:09
Chennai,IN,29.63,36.63,81,Mist,mist,2025-09-03 17:31:08+00:00,5.36,13.0878,80.2785,2025-09-03 17:31:09
Kolkata,IN,26.97,31.07,94,Haze,haze,2025-09-03 17:30:38+00:00,4.12,22.5697,88.3697,2025-09-03 17:31:09
